subscriber_key_json, destination_record_associations_json
"{""id"":""60f495d3-70b8-4c76-9b6d-f2e31ea67116"",""type"":""BillingAccount""}","[{""destRecId"":""bcabe95c-bbfe-4b46-acba-d40ce3cc5f2a"",""contactId"":""7e53dcfd-a6b4-476c-969e-5a327505cf9f"",""scope"":{""mode"":""INCLUDE"",""categories"":[""BILLING_ACCOUNT_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""f3c54875-cff6-4d01-ad2e-19831873092a"",""contactId"":""7e53dcfd-a6b4-476c-969e-5a327505cf9f"",""scope"":{""mode"":""INCLUDE"",""categories"":[""BILLING_ACCOUNT_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""7374fcda-07b1-4902-8bf2-3f9fd66780f8"",""contactId"":""7e53dcfd-a6b4-476c-969e-5a327505cf9f"",""scope"":{""mode"":""INCLUDE"",""categories"":[""BILLING_ACCOUNT_NOTIFICATIONS""]},""disabled"":false}]"
"{""id"":""523fa56b-f43c-449f-adaa-4b854269c204"",""type"":""BillingAccount""}","[{""destRecId"":""68e79ebb-48ee-4a30-911d-c47213604128"",""contactId"":""adbe24b5-48d3-4165-bece-a9f8283e1a77"",""scope"":{""mode"":""INCLUDE"",""categories"":[""BILLING_ACCOUNT_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""fdb8b694-b799-4ac1-8934-c4ec299afe4b"",""contactId"":""adbe24b5-48d3-4165-bece-a9f8283e1a77"",""scope"":{""mode"":""INCLUDE"",""categories"":[""BILLING_ACCOUNT_NOTIFICATIONS""]},""disabled"":false}]"
"{""id"":""401e4e66-caa4-4ff6-9a5d-5edfdd7caee5"",""type"":""Customer""}","[{""destRecId"":""6daae989-421d-458f-add8-f9a46b7729a2"",""contactId"":""51de1e0c-545e-4da2-8369-17fb3aeb8b3f"",""scope"":{""mode"":""INCLUDE"",""categories"":[""COLLECTIONS_MANAGER""]},""disabled"":false},{""destRecId"":""6daae989-421d-458f-add8-f9a46b7729a2"",""contactId"":""51de1e0c-545e-4da2-8369-17fb3aeb8b3f"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""5905b629-6d21-4b5f-bb15-94155d47f0ac"",""contactId"":""51de1e0c-545e-4da2-8369-17fb3aeb8b3f"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""6daae989-421d-458f-add8-f9a46b7729a2"",""contactId"":""51de1e0c-545e-4da2-8369-17fb3aeb8b3f"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""5905b629-6d21-4b5f-bb15-94155d47f0ac"",""contactId"":""51de1e0c-545e-4da2-8369-17fb3aeb8b3f"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false}]"
"{""id"":""3c73fa1b-9402-4bc3-9de1-c98bd7f1ec9c"",""type"":""Customer""}","[{""destRecId"":""71e5af1f-2874-4830-9b2c-08f60c02ae04"",""contactId"":""89316eed-42a3-4d7c-938b-841dcd3afabf"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""71e5af1f-2874-4830-9b2c-08f60c02ae04"",""contactId"":""89316eed-42a3-4d7c-938b-841dcd3afabf"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""b0dc9cd5-e966-4666-8264-ad5f0696b481"",""contactId"":""89316eed-42a3-4d7c-938b-841dcd3afabf"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""b0dc9cd5-e966-4666-8264-ad5f0696b481"",""contactId"":""89316eed-42a3-4d7c-938b-841dcd3afabf"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""71e5af1f-2874-4830-9b2c-08f60c02ae04"",""contactId"":""89316eed-42a3-4d7c-938b-841dcd3afabf"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MARKETING_CALLS""]},""disabled"":false},{""destRecId"":""71e5af1f-2874-4830-9b2c-08f60c02ae04"",""contactId"":""89316eed-42a3-4d7c-938b-841dcd3afabf"",""scope"":{""mode"":""INCLUDE"",""categories"":[""COLLECTIONS_MANAGER""]},""disabled"":false},{""destRecId"":""71e5af1f-2874-4830-9b2c-08f60c02ae04"",""contactId"":""89316eed-42a3-4d7c-938b-841dcd3afabf"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MARKETING_SMS""]},""disabled"":false}]"
"{""id"":""95e2ad42-28d6-455e-bcd1-880fe581a5b5"",""type"":""BillingAccount""}","[{""destRecId"":""ef07ddd4-6509-452c-962d-1557b55c0a8a"",""contactId"":""d86b82d4-6c4e-47dd-884f-135847df10ad"",""scope"":{""mode"":""INCLUDE"",""categories"":[""BILLING_ACCOUNT_EmEx_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""7e858306-7287-4673-914c-ed1bdd019451"",""contactId"":""d86b82d4-6c4e-47dd-884f-135847df10ad"",""scope"":{""mode"":""INCLUDE"",""categories"":[""BILLING_ACCOUNT_EmEx_NOTIFICATIONS""]},""disabled"":false}]"
"{""id"":""4afe1086-30e8-45c1-9ef1-40ee6ffec87a"",""type"":""Customer""}","[{""destRecId"":""9b42f63b-d1ab-4259-9cba-8dc2b5bc255c"",""contactId"":""a823dcff-d7a5-4d60-aeaf-d07de82b79c5"",""scope"":{""mode"":""INCLUDE"",""categories"":[""COLLECTIONS_MANAGER""]},""disabled"":false},{""destRecId"":""9b42f63b-d1ab-4259-9cba-8dc2b5bc255c"",""contactId"":""a823dcff-d7a5-4d60-aeaf-d07de82b79c5"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""22553d87-0dd0-4f33-bff6-10da706b13e4"",""contactId"":""a823dcff-d7a5-4d60-aeaf-d07de82b79c5"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""9b42f63b-d1ab-4259-9cba-8dc2b5bc255c"",""contactId"":""a823dcff-d7a5-4d60-aeaf-d07de82b79c5"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""22553d87-0dd0-4f33-bff6-10da706b13e4"",""contactId"":""a823dcff-d7a5-4d60-aeaf-d07de82b79c5"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false}]"
"{""id"":""3d8cf722-460d-42d6-9c12-873c4ca79bd0"",""type"":""BillingAccount""}","[{""destRecId"":""21c0d1b2-a7c7-43c0-a5e0-57f79a432c2a"",""contactId"":""3f6a370b-3f9d-467b-9bfd-59c14eeebca4"",""scope"":{""mode"":""INCLUDE"",""categories"":[""BILLING_ACCOUNT_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""ac107c85-8c83-4321-9200-639799727c50"",""contactId"":""3f6a370b-3f9d-467b-9bfd-59c14eeebca4"",""scope"":{""mode"":""INCLUDE"",""categories"":[""BILLING_ACCOUNT_NOTIFICATIONS""]},""disabled"":false}]"
"{""id"":""422b550d-8196-404a-844e-9991a9a9eef8"",""type"":""Customer""}","[{""destRecId"":""3c5c79bd-a58a-4aa6-9690-2b61492bb6e4"",""contactId"":""8a89fbd0-2d82-45cd-9f3e-a6061f5c6fab"",""scope"":{""mode"":""INCLUDE"",""categories"":[""COLLECTIONS_MANAGER""]},""disabled"":false},{""destRecId"":""3c5c79bd-a58a-4aa6-9690-2b61492bb6e4"",""contactId"":""8a89fbd0-2d82-45cd-9f3e-a6061f5c6fab"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""01f042e9-a655-4912-9ba4-f6d53152bc4c"",""contactId"":""8a89fbd0-2d82-45cd-9f3e-a6061f5c6fab"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""3c5c79bd-a58a-4aa6-9690-2b61492bb6e4"",""contactId"":""8a89fbd0-2d82-45cd-9f3e-a6061f5c6fab"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""01f042e9-a655-4912-9ba4-f6d53152bc4c"",""contactId"":""8a89fbd0-2d82-45cd-9f3e-a6061f5c6fab"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false}]"
"{""id"":""4113c299-517e-42e6-92cf-0f9cce495e1d"",""type"":""Customer""}","[{""destRecId"":""cf098812-f9ab-4eaa-b4af-47196c5e9fe5"",""contactId"":""06f07d59-df37-479c-9dc4-c4aac2ce61fa"",""scope"":{""mode"":""INCLUDE"",""categories"":[""COLLECTIONS_MANAGER""]},""disabled"":false},{""destRecId"":""cf098812-f9ab-4eaa-b4af-47196c5e9fe5"",""contactId"":""06f07d59-df37-479c-9dc4-c4aac2ce61fa"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""946db1d6-128c-480f-a122-2d1a8c3f23fc"",""contactId"":""06f07d59-df37-479c-9dc4-c4aac2ce61fa"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""cf098812-f9ab-4eaa-b4af-47196c5e9fe5"",""contactId"":""06f07d59-df37-479c-9dc4-c4aac2ce61fa"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""946db1d6-128c-480f-a122-2d1a8c3f23fc"",""contactId"":""06f07d59-df37-479c-9dc4-c4aac2ce61fa"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false}]"
"{""id"":""86691e02-0c8f-4a37-9cce-65e07134debc"",""type"":""BillingAccount""}","[{""destRecId"":""68627887-fc10-49e3-bd0a-6ef00ad5899b"",""contactId"":""84d352c2-ac3e-4ec2-8738-b5e168dece9c"",""scope"":{""mode"":""INCLUDE"",""categories"":[""BILLING_ACCOUNT_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""980546bb-2476-47f7-8875-8f787af06bdf"",""contactId"":""84d352c2-ac3e-4ec2-8738-b5e168dece9c"",""scope"":{""mode"":""INCLUDE"",""categories"":[""BILLING_ACCOUNT_NOTIFICATIONS""]},""disabled"":false}]"
"{""id"":""d2d770e6-b3c7-4388-b0be-5a22a8653859"",""type"":""Customer""}","[{""destRecId"":""4fd86493-ff4a-4771-879c-10a0ee50bf8b"",""contactId"":""b069cfc7-1907-47e0-8606-e763daed68f2"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""53a9d584-684d-4a20-b9e7-929bc8c86692"",""contactId"":""b069cfc7-1907-47e0-8606-e763daed68f2"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""4fd86493-ff4a-4771-879c-10a0ee50bf8b"",""contactId"":""b069cfc7-1907-47e0-8606-e763daed68f2"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""53a9d584-684d-4a20-b9e7-929bc8c86692"",""contactId"":""b069cfc7-1907-47e0-8606-e763daed68f2"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false}]"
"{""id"":""16c12ad3-e1d3-471b-949d-ef8b277a89e0"",""type"":""BillingAccount""}","[{""destRecId"":""be3c0b4f-8bbe-4e7c-8929-8cddce99749a"",""contactId"":""8c2096ce-c13b-497b-bf18-dc6efae2923c"",""scope"":{""mode"":""INCLUDE"",""categories"":[""BILLING_ACCOUNT_EmEx_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""e5d1fe27-62b2-435e-b78e-1c07244c96a6"",""contactId"":""8c2096ce-c13b-497b-bf18-dc6efae2923c"",""scope"":{""mode"":""INCLUDE"",""categories"":[""BILLING_ACCOUNT_EmEx_NOTIFICATIONS""]},""disabled"":false}]"
"{""id"":""4036afe8-ca2b-4ac3-8d85-0b1630f682c4"",""type"":""BillingAccount""}","[{""destRecId"":""12407845-34bd-464d-b07d-b2f0cf2a59c8"",""contactId"":""4153189c-b141-47ad-ad3a-4f258eff54f6"",""scope"":{""mode"":""INCLUDE"",""categories"":[""BILLING_ACCOUNT_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""dddd0961-7823-48a1-ac66-d289199ebb93"",""contactId"":""4153189c-b141-47ad-ad3a-4f258eff54f6"",""scope"":{""mode"":""INCLUDE"",""categories"":[""BILLING_ACCOUNT_NOTIFICATIONS""]},""disabled"":false}]"
"{""id"":""9c5aee50-7ddd-400f-bd5a-425af9690f28"",""type"":""Customer""}","[{""destRecId"":""271a30b7-542d-48b4-877b-23d7830118f8"",""contactId"":""fbef06b7-1a43-4dd8-8656-9e86879939da"",""scope"":{""mode"":""INCLUDE"",""categories"":[""COLLECTIONS_MANAGER""]},""disabled"":false},{""destRecId"":""271a30b7-542d-48b4-877b-23d7830118f8"",""contactId"":""fbef06b7-1a43-4dd8-8656-9e86879939da"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""3349c9ce-fb61-46d0-a6c2-7d8e0b932e56"",""contactId"":""fbef06b7-1a43-4dd8-8656-9e86879939da"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""271a30b7-542d-48b4-877b-23d7830118f8"",""contactId"":""fbef06b7-1a43-4dd8-8656-9e86879939da"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""3349c9ce-fb61-46d0-a6c2-7d8e0b932e56"",""contactId"":""fbef06b7-1a43-4dd8-8656-9e86879939da"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false}]"
"{""id"":""326ecb78-919a-4acc-ba48-f457e0f2a8ef"",""type"":""Customer""}","[{""destRecId"":""e4fb5029-5ae6-483a-9410-c721c5c90a8f"",""contactId"":""cf609e22-d06a-4b87-9984-dbed97399586"",""scope"":{""mode"":""INCLUDE"",""categories"":[""COLLECTIONS_MANAGER""]},""disabled"":false},{""destRecId"":""e4fb5029-5ae6-483a-9410-c721c5c90a8f"",""contactId"":""cf609e22-d06a-4b87-9984-dbed97399586"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""16b8ef21-18b0-428a-864b-e774ae5d824b"",""contactId"":""cf609e22-d06a-4b87-9984-dbed97399586"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""e4fb5029-5ae6-483a-9410-c721c5c90a8f"",""contactId"":""cf609e22-d06a-4b87-9984-dbed97399586"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""16b8ef21-18b0-428a-864b-e774ae5d824b"",""contactId"":""cf609e22-d06a-4b87-9984-dbed97399586"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false}]"
"{""id"":""94c60c50-f7a2-4118-9418-4ca5949e4618"",""type"":""Customer""}","[{""destRecId"":""238c2331-8214-4451-b339-5a4eed58bb70"",""contactId"":""243b333e-d15c-4e8d-93f6-bccf119e6824"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_EmEx_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""238c2331-8214-4451-b339-5a4eed58bb70"",""contactId"":""243b333e-d15c-4e8d-93f6-bccf119e6824"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_EmEx_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""c4baa931-1cf9-4e7f-a067-f6fc42d7f8a7"",""contactId"":""243b333e-d15c-4e8d-93f6-bccf119e6824"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_EmEx_NOTIFICATIONS""]},""disabled"":false}]"
"{""id"":""4ab66caf-81b0-4ae7-8866-19aaff5c5188"",""type"":""BillingAccount""}","[{""destRecId"":""e9e24068-c6f6-495e-96e6-9335da53688c"",""contactId"":""8905be2d-2a76-41e3-9d6e-9b74c71c6141"",""scope"":{""mode"":""INCLUDE"",""categories"":[""BILLING_ACCOUNT_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""a4926685-6b0c-4fb1-b644-8bcc25fa0cb8"",""contactId"":""8905be2d-2a76-41e3-9d6e-9b74c71c6141"",""scope"":{""mode"":""INCLUDE"",""categories"":[""BILLING_ACCOUNT_NOTIFICATIONS""]},""disabled"":false}]"
"{""id"":""be46bbc3-a0b2-4715-b13b-2971a9c9498e"",""type"":""BillingAccount""}","[{""destRecId"":""42749af1-186c-48db-b7b1-d2627cef3740"",""contactId"":""241964fa-bceb-4094-8f07-3db2fa3aeb43"",""scope"":{""mode"":""INCLUDE"",""categories"":[""BILLING_ACCOUNT_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""d51dc3fa-eeaa-4005-bc53-bc841a0695e4"",""contactId"":""241964fa-bceb-4094-8f07-3db2fa3aeb43"",""scope"":{""mode"":""INCLUDE"",""categories"":[""BILLING_ACCOUNT_NOTIFICATIONS""]},""disabled"":false}]"
"{""id"":""94d186e0-e51e-4c96-b198-7857a22d80b8"",""type"":""Customer""}","[{""destRecId"":""fcf8e6bf-1dbc-4dbb-9bba-c60426568f88"",""contactId"":""cd837edb-ad74-498b-85ef-73b1db645c1b"",""scope"":{""mode"":""INCLUDE"",""categories"":[""COLLECTIONS_MANAGER""]},""disabled"":false},{""destRecId"":""fcf8e6bf-1dbc-4dbb-9bba-c60426568f88"",""contactId"":""cd837edb-ad74-498b-85ef-73b1db645c1b"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""87b67efd-b9e2-46b1-b76e-855992dd8ef6"",""contactId"":""cd837edb-ad74-498b-85ef-73b1db645c1b"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""fcf8e6bf-1dbc-4dbb-9bba-c60426568f88"",""contactId"":""cd837edb-ad74-498b-85ef-73b1db645c1b"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""87b67efd-b9e2-46b1-b76e-855992dd8ef6"",""contactId"":""cd837edb-ad74-498b-85ef-73b1db645c1b"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false}]"
"{""id"":""7a513ce1-302e-4da8-83d3-7e85eff67eff"",""type"":""BillingAccount""}","[{""destRecId"":""7d3de7ff-f7c8-4750-98e9-1a7bd55a75b7"",""contactId"":""3b738b5a-3394-4ee5-a5f5-86dfe10fd0d3"",""scope"":{""mode"":""INCLUDE"",""categories"":[""BILLING_ACCOUNT_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""3d6cc80b-6592-4d04-a6a4-1f4557fb2877"",""contactId"":""3b738b5a-3394-4ee5-a5f5-86dfe10fd0d3"",""scope"":{""mode"":""INCLUDE"",""categories"":[""BILLING_ACCOUNT_NOTIFICATIONS""]},""disabled"":false}]"
"{""id"":""fc11f314-b092-4e11-8ba3-3b34ed06cc8c"",""type"":""Customer""}","[{""destRecId"":""dbe850e4-9e5d-4f49-9a65-d67a239ac2f8"",""contactId"":""4542c189-93c6-4408-b9fb-32673b1c528c"",""scope"":{""mode"":""INCLUDE"",""categories"":[""COLLECTIONS_MANAGER""]},""disabled"":false},{""destRecId"":""dbe850e4-9e5d-4f49-9a65-d67a239ac2f8"",""contactId"":""4542c189-93c6-4408-b9fb-32673b1c528c"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""eecfbd64-21ae-4da8-a671-9abbfd836d02"",""contactId"":""4542c189-93c6-4408-b9fb-32673b1c528c"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""dbe850e4-9e5d-4f49-9a65-d67a239ac2f8"",""contactId"":""4542c189-93c6-4408-b9fb-32673b1c528c"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""eecfbd64-21ae-4da8-a671-9abbfd836d02"",""contactId"":""4542c189-93c6-4408-b9fb-32673b1c528c"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false}]"
"{""id"":""a0893249-9725-458b-bb88-2faac99f6e7f"",""type"":""Customer""}","[{""destRecId"":""15da90bd-b3f2-4136-8f1d-1be604185599"",""contactId"":""3f8ac7d7-39ed-45de-b041-e4d32e0b8ac2"",""scope"":{""mode"":""INCLUDE"",""categories"":[""COLLECTIONS_MANAGER""]},""disabled"":false},{""destRecId"":""15da90bd-b3f2-4136-8f1d-1be604185599"",""contactId"":""3f8ac7d7-39ed-45de-b041-e4d32e0b8ac2"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""dd72a22b-f810-4f7c-b434-ead0073a73de"",""contactId"":""3f8ac7d7-39ed-45de-b041-e4d32e0b8ac2"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""15da90bd-b3f2-4136-8f1d-1be604185599"",""contactId"":""3f8ac7d7-39ed-45de-b041-e4d32e0b8ac2"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""dd72a22b-f810-4f7c-b434-ead0073a73de"",""contactId"":""3f8ac7d7-39ed-45de-b041-e4d32e0b8ac2"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false}]"
"{""id"":""9e615590-e81f-4dda-8fea-4d455d8bc031"",""type"":""BillingAccount""}","[{""destRecId"":""2bd2a42b-0855-48d1-8bde-43c539e92b73"",""contactId"":""057117e8-119b-4b39-8d6b-893ad03c336b"",""scope"":{""mode"":""INCLUDE"",""categories"":[""BILLING_ACCOUNT_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""e39fa383-94a8-4a71-b6ed-add7b5419547"",""contactId"":""057117e8-119b-4b39-8d6b-893ad03c336b"",""scope"":{""mode"":""INCLUDE"",""categories"":[""BILLING_ACCOUNT_NOTIFICATIONS""]},""disabled"":false}]"
"{""id"":""34cfaa30-9e2d-47f9-9a97-301ada9d0e75"",""type"":""Customer""}","[{""destRecId"":""16f3d275-d447-47fa-8717-90b49dee345b"",""contactId"":""c0ff0db7-8fe8-4d89-9731-e7bf806ec654"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""bdb12d82-a8aa-411e-9480-f9799b73135d"",""contactId"":""c0ff0db7-8fe8-4d89-9731-e7bf806ec654"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""16f3d275-d447-47fa-8717-90b49dee345b"",""contactId"":""c0ff0db7-8fe8-4d89-9731-e7bf806ec654"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""bdb12d82-a8aa-411e-9480-f9799b73135d"",""contactId"":""c0ff0db7-8fe8-4d89-9731-e7bf806ec654"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false}]"
"{""id"":""53601fd2-8d37-460e-96ad-95001de8e1db"",""type"":""Customer""}","[{""destRecId"":""a5f33470-102f-4f6b-b198-9825f874031a"",""contactId"":""108dfc39-7be5-4771-87f7-a62aa42fcac1"",""scope"":{""mode"":""INCLUDE"",""categories"":[""COLLECTIONS_MANAGER""]},""disabled"":false},{""destRecId"":""a5f33470-102f-4f6b-b198-9825f874031a"",""contactId"":""108dfc39-7be5-4771-87f7-a62aa42fcac1"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""4bec3f91-29f0-40ee-b88d-cd4bc0000841"",""contactId"":""108dfc39-7be5-4771-87f7-a62aa42fcac1"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""a5f33470-102f-4f6b-b198-9825f874031a"",""contactId"":""108dfc39-7be5-4771-87f7-a62aa42fcac1"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""4bec3f91-29f0-40ee-b88d-cd4bc0000841"",""contactId"":""108dfc39-7be5-4771-87f7-a62aa42fcac1"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false}]"
"{""id"":""1acea168-6390-4018-8ce4-a65a9a23863e"",""type"":""BillingAccount""}","[{""destRecId"":""7d680e16-e402-48b3-81d1-7f9d9f19ce04"",""contactId"":""11fb14f2-d680-4d0c-8157-7bb8d908bd02"",""scope"":{""mode"":""INCLUDE"",""categories"":[""BILLING_ACCOUNT_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""af5858b9-e68c-4752-8415-809fe4e1a004"",""contactId"":""11fb14f2-d680-4d0c-8157-7bb8d908bd02"",""scope"":{""mode"":""INCLUDE"",""categories"":[""BILLING_ACCOUNT_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""fcecb0fd-d9bc-4c6a-961e-02b488ab3ab9"",""contactId"":""11fb14f2-d680-4d0c-8157-7bb8d908bd02"",""scope"":{""mode"":""INCLUDE"",""categories"":[""BILLING_ACCOUNT_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""5ad20075-aeae-498a-952f-9d13771c29e0"",""contactId"":""11fb14f2-d680-4d0c-8157-7bb8d908bd02"",""scope"":{""mode"":""INCLUDE"",""categories"":[""BILLING_ACCOUNT_NOTIFICATIONS""]},""disabled"":false}]"
