subscriber_key_json, destination_record_associations_json
"{""id"":""58f3c463-782e-4cb1-b5ed-f4770caf6bf6"",""type"":""BillingAccount""}","[{""destRecId"":""acc0b42d-9520-454f-a682-8532d65562e3"",""contactId"":""744bba72-201c-48f2-942e-27328bbf2aae"",""scope"":{""mode"":""INCLUDE"",""categories"":[""BILLING_ACCOUNT_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""cc757540-a3e1-43f4-b09c-c12aff3122d9"",""contactId"":""744bba72-201c-48f2-942e-27328bbf2aae"",""scope"":{""mode"":""INCLUDE"",""categories"":[""BILLING_ACCOUNT_NOTIFICATIONS""]},""disabled"":false}]"
"{""id"":""adfc7a89-aa73-4e5c-8d2e-ad1713bec456"",""type"":""BillingAccount""}","[{""destRecId"":""04756b31-0987-4eb6-80bf-ac009efbd797"",""contactId"":""20b45fa6-b4f0-4b8f-94ec-c71e86e5cd61"",""scope"":{""mode"":""INCLUDE"",""categories"":[""BILLING_ACCOUNT_EmEx_NOTIFICATIONS""]},""disabled"":false}]"
"{""id"":""b0bc78c5-357c-4df8-bbbe-fff08c4afd7d"",""type"":""BillingAccount""}","[{""destRecId"":""1bf472a8-a62a-4c3d-b004-3b9fcf02be63"",""contactId"":""4a007033-0fbe-4873-97d8-a4da89d03743"",""scope"":{""mode"":""INCLUDE"",""categories"":[""BILLING_ACCOUNT_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""073c9d04-45a0-4b2b-8b3e-791f9473bef2"",""contactId"":""4a007033-0fbe-4873-97d8-a4da89d03743"",""scope"":{""mode"":""INCLUDE"",""categories"":[""BILLING_ACCOUNT_NOTIFICATIONS""]},""disabled"":false}]"
"{""id"":""e58d9c57-8b01-4ef4-8d21-4efcf40c5e83"",""type"":""BillingAccount""}","[{""destRecId"":""9138f5f7-abb8-4a8d-9e7c-e786c779f736"",""contactId"":""75460442-c972-4eaa-9f85-dbe36fb1463c"",""scope"":{""mode"":""INCLUDE"",""categories"":[""BILLING_ACCOUNT_NOTIFICATIONS""]},""disabled"":false}]"
"{""id"":""e4c36b27-de9a-4bcb-b1ea-126a45357abe"",""type"":""BillingAccount""}","[{""destRecId"":""3325b80d-dc45-4e04-80b7-5cac1072facc"",""contactId"":""269d8374-f152-4ce2-a4de-d93dd18cdacd"",""scope"":{""mode"":""INCLUDE"",""categories"":[""BILLING_ACCOUNT_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""e4139539-95e2-4912-acbb-9c415c83dc78"",""contactId"":""269d8374-f152-4ce2-a4de-d93dd18cdacd"",""scope"":{""mode"":""INCLUDE"",""categories"":[""BILLING_ACCOUNT_NOTIFICATIONS""]},""disabled"":false}]"
"{""id"":""639b2936-7b8f-46d3-b553-1f2a6a4646f6"",""type"":""Customer""}","[{""destRecId"":""42749af1-186c-48db-b7b1-d2627cef3740"",""contactId"":""241964fa-bceb-4094-8f07-3db2fa3aeb43"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""d51dc3fa-eeaa-4005-bc53-bc841a0695e4"",""contactId"":""241964fa-bceb-4094-8f07-3db2fa3aeb43"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""42749af1-186c-48db-b7b1-d2627cef3740"",""contactId"":""241964fa-bceb-4094-8f07-3db2fa3aeb43"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""d51dc3fa-eeaa-4005-bc53-bc841a0695e4"",""contactId"":""241964fa-bceb-4094-8f07-3db2fa3aeb43"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false}]"
"{""id"":""76e16c5a-e622-4785-8a6a-467abd3d9cbf"",""type"":""Customer""}","[{""destRecId"":""ffa959a0-ff37-40bd-8d85-273963e15618"",""contactId"":""70334471-7058-4146-9f74-d5e72d550382"",""scope"":{""mode"":""INCLUDE"",""categories"":[""COLLECTIONS_MANAGER""]},""disabled"":false},{""destRecId"":""ffa959a0-ff37-40bd-8d85-273963e15618"",""contactId"":""70334471-7058-4146-9f74-d5e72d550382"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""9bd32fc3-6bec-49e1-8078-8974be56bdd2"",""contactId"":""70334471-7058-4146-9f74-d5e72d550382"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""ffa959a0-ff37-40bd-8d85-273963e15618"",""contactId"":""70334471-7058-4146-9f74-d5e72d550382"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""9bd32fc3-6bec-49e1-8078-8974be56bdd2"",""contactId"":""70334471-7058-4146-9f74-d5e72d550382"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false}]"
"{""id"":""6ed2fedc-247f-4fa3-9242-bcaaa9546053"",""type"":""Customer""}","[{""destRecId"":""f24fc24f-5600-46ff-80d6-27fc19080b90"",""contactId"":""3162bba6-cf57-457b-b95f-6c344e57cb88"",""scope"":{""mode"":""INCLUDE"",""categories"":[""COLLECTIONS_MANAGER""]},""disabled"":false},{""destRecId"":""f24fc24f-5600-46ff-80d6-27fc19080b90"",""contactId"":""3162bba6-cf57-457b-b95f-6c344e57cb88"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""c8832801-c307-4612-b892-a351ed2c94b7"",""contactId"":""3162bba6-cf57-457b-b95f-6c344e57cb88"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""f24fc24f-5600-46ff-80d6-27fc19080b90"",""contactId"":""3162bba6-cf57-457b-b95f-6c344e57cb88"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""c8832801-c307-4612-b892-a351ed2c94b7"",""contactId"":""3162bba6-cf57-457b-b95f-6c344e57cb88"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false}]"
"{""id"":""741fa214-1f52-4f23-91b6-558707724756"",""type"":""BillingAccount""}","[{""destRecId"":""05bd67bc-cde0-4464-ba25-50729cd8b9be"",""contactId"":""50ff4328-cb02-4770-82c9-06b4724ab13c"",""scope"":{""mode"":""INCLUDE"",""categories"":[""BILLING_ACCOUNT_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""f57d822e-2b2a-4fe5-b616-06e06ee01e9e"",""contactId"":""50ff4328-cb02-4770-82c9-06b4724ab13c"",""scope"":{""mode"":""INCLUDE"",""categories"":[""BILLING_ACCOUNT_NOTIFICATIONS""]},""disabled"":false}]"
"{""id"":""4133783d-d6ea-4906-b857-fcc5cad36441"",""type"":""Customer""}","[{""destRecId"":""109bae59-a004-4be6-ac5e-32effa455d0d"",""contactId"":""09ffa267-0225-41dc-8820-b49c0c19c109"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""9a8a277f-d0c0-4845-8883-292e5ffa2579"",""contactId"":""09ffa267-0225-41dc-8820-b49c0c19c109"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""109bae59-a004-4be6-ac5e-32effa455d0d"",""contactId"":""09ffa267-0225-41dc-8820-b49c0c19c109"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""9a8a277f-d0c0-4845-8883-292e5ffa2579"",""contactId"":""09ffa267-0225-41dc-8820-b49c0c19c109"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false}]"
"{""id"":""ba8b3de4-e7f6-49ec-a49d-15df278ba2ae"",""type"":""BillingAccount""}","[{""destRecId"":""8e52e083-5aa4-4dbf-bd20-1fac24bd78b5"",""contactId"":""237eda64-8bdd-4869-bdc5-c34b32e8b6f6"",""scope"":{""mode"":""INCLUDE"",""categories"":[""BILLING_ACCOUNT_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""f1eeac5c-070b-4bab-b190-27ad9a213a57"",""contactId"":""237eda64-8bdd-4869-bdc5-c34b32e8b6f6"",""scope"":{""mode"":""INCLUDE"",""categories"":[""BILLING_ACCOUNT_NOTIFICATIONS""]},""disabled"":false}]"
"{""id"":""83a2b1a5-9449-4311-ba02-725368bbe1bd"",""type"":""BillingAccount""}","[{""destRecId"":""b20e8a70-e8b5-4287-a5e9-d8b6158f66d2"",""contactId"":""5296fefc-6c96-4073-bc86-84c374cdc277"",""scope"":{""mode"":""INCLUDE"",""categories"":[""BILLING_ACCOUNT_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""af0b9182-d7e9-4f05-a18a-f313fee0ef2c"",""contactId"":""5296fefc-6c96-4073-bc86-84c374cdc277"",""scope"":{""mode"":""INCLUDE"",""categories"":[""BILLING_ACCOUNT_NOTIFICATIONS""]},""disabled"":false}]"
"{""id"":""e4c6d36d-f59f-4723-a21f-37ffad1f901b"",""type"":""Customer""}","[{""destRecId"":""cee7ae5e-f3c9-461e-ae67-343ad9dc4f62"",""contactId"":""09baff5d-c77c-4c02-bb47-6b38008c4b62"",""scope"":{""mode"":""INCLUDE"",""categories"":[""COLLECTIONS_MANAGER""]},""disabled"":false},{""destRecId"":""cee7ae5e-f3c9-461e-ae67-343ad9dc4f62"",""contactId"":""09baff5d-c77c-4c02-bb47-6b38008c4b62"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""e256f026-9936-4e92-93a6-c7c91e281f2e"",""contactId"":""09baff5d-c77c-4c02-bb47-6b38008c4b62"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""cee7ae5e-f3c9-461e-ae67-343ad9dc4f62"",""contactId"":""09baff5d-c77c-4c02-bb47-6b38008c4b62"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""e256f026-9936-4e92-93a6-c7c91e281f2e"",""contactId"":""09baff5d-c77c-4c02-bb47-6b38008c4b62"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false}]"
"{""id"":""c4a96bb4-8e5f-4b5e-8aab-3ba61aa44fb9"",""type"":""Customer""}","[{""destRecId"":""6448e46d-ac33-464d-b7d4-0a1087e18f36"",""contactId"":""34106eb1-4f05-4b4d-bf6a-742d542bc601"",""scope"":{""mode"":""INCLUDE"",""categories"":[""COLLECTIONS_MANAGER""]},""disabled"":false},{""destRecId"":""6448e46d-ac33-464d-b7d4-0a1087e18f36"",""contactId"":""34106eb1-4f05-4b4d-bf6a-742d542bc601"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""898e7ddb-0f20-4f20-9a6c-6ff4f2d24d9b"",""contactId"":""34106eb1-4f05-4b4d-bf6a-742d542bc601"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""6448e46d-ac33-464d-b7d4-0a1087e18f36"",""contactId"":""34106eb1-4f05-4b4d-bf6a-742d542bc601"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""898e7ddb-0f20-4f20-9a6c-6ff4f2d24d9b"",""contactId"":""34106eb1-4f05-4b4d-bf6a-742d542bc601"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""898e7ddb-0f20-4f20-9a6c-6ff4f2d24d9b"",""contactId"":""34106eb1-4f05-4b4d-bf6a-742d542bc601"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MARKETING_EMAILS""]},""disabled"":false}]"
"{""id"":""ed23a87f-e4c6-4201-b695-296402a1750e"",""type"":""Customer""}","[{""destRecId"":""71721f4c-55f7-4df3-ac99-ebfd44e2628c"",""contactId"":""edbcb0a2-62ce-4255-8f25-94c73619a6af"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""2f54085e-dba5-4678-ab64-08b5718a53f2"",""contactId"":""edbcb0a2-62ce-4255-8f25-94c73619a6af"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""71721f4c-55f7-4df3-ac99-ebfd44e2628c"",""contactId"":""edbcb0a2-62ce-4255-8f25-94c73619a6af"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""2f54085e-dba5-4678-ab64-08b5718a53f2"",""contactId"":""edbcb0a2-62ce-4255-8f25-94c73619a6af"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false}]"
"{""id"":""a9fe8a40-dbbd-4fe0-8149-0f6219332262"",""type"":""BillingAccount""}","[{""destRecId"":""c4478a6d-c236-44e9-abf6-4cffae43c44e"",""contactId"":""e63ca4e8-72d2-4710-b8e4-9b9cf9fb0049"",""scope"":{""mode"":""INCLUDE"",""categories"":[""BILLING_ACCOUNT_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""66068615-b6c2-4fe5-b722-195795b9dd71"",""contactId"":""e63ca4e8-72d2-4710-b8e4-9b9cf9fb0049"",""scope"":{""mode"":""INCLUDE"",""categories"":[""BILLING_ACCOUNT_NOTIFICATIONS""]},""disabled"":false}]"
"{""id"":""300de1ae-592b-4210-9937-3db414c10f73"",""type"":""Customer""}","[{""destRecId"":""56f0a4a3-1395-48fe-af5c-09a7fc467b8a"",""contactId"":""ce4685f6-2174-45a3-9820-2e91d08a44a4"",""scope"":{""mode"":""INCLUDE"",""categories"":[""COLLECTIONS_MANAGER""]},""disabled"":false},{""destRecId"":""56f0a4a3-1395-48fe-af5c-09a7fc467b8a"",""contactId"":""ce4685f6-2174-45a3-9820-2e91d08a44a4"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""b12b990c-e3da-47a7-bae3-2d3e9939e451"",""contactId"":""ce4685f6-2174-45a3-9820-2e91d08a44a4"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""56f0a4a3-1395-48fe-af5c-09a7fc467b8a"",""contactId"":""ce4685f6-2174-45a3-9820-2e91d08a44a4"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""b12b990c-e3da-47a7-bae3-2d3e9939e451"",""contactId"":""ce4685f6-2174-45a3-9820-2e91d08a44a4"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false}]"
"{""id"":""a8c598a5-a281-493f-a5a7-e938ba7f6a97"",""type"":""Customer""}","[{""destRecId"":""e4496c1b-fc0e-4690-a968-624247394762"",""contactId"":""71908902-c94a-4af0-9f5f-703222a90d17"",""scope"":{""mode"":""INCLUDE"",""categories"":[""COLLECTIONS_MANAGER""]},""disabled"":false},{""destRecId"":""e4496c1b-fc0e-4690-a968-624247394762"",""contactId"":""71908902-c94a-4af0-9f5f-703222a90d17"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""f50a173f-e2a8-4111-a0a8-96e438a78c24"",""contactId"":""71908902-c94a-4af0-9f5f-703222a90d17"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""e4496c1b-fc0e-4690-a968-624247394762"",""contactId"":""71908902-c94a-4af0-9f5f-703222a90d17"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""f50a173f-e2a8-4111-a0a8-96e438a78c24"",""contactId"":""71908902-c94a-4af0-9f5f-703222a90d17"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false}]"
"{""id"":""b7061cc8-296b-45d5-b781-c0406796d12b"",""type"":""BillingAccount""}","[{""destRecId"":""3be226a2-2c34-495a-b482-1ee7ad6873d0"",""contactId"":""fe8dbc4d-61ce-48a4-904a-90997453a7bb"",""scope"":{""mode"":""INCLUDE"",""categories"":[""BILLING_ACCOUNT_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""1bd2c891-b5e9-40cf-87bf-692437339ae4"",""contactId"":""fe8dbc4d-61ce-48a4-904a-90997453a7bb"",""scope"":{""mode"":""INCLUDE"",""categories"":[""BILLING_ACCOUNT_NOTIFICATIONS""]},""disabled"":false}]"
"{""id"":""68f225c2-95a3-4644-9369-de8a248c967c"",""type"":""Customer""}","[{""destRecId"":""07f2671e-41fc-433e-b348-a7d4929f3407"",""contactId"":""87c28dbd-014d-4870-ab3e-54b79168ef74"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""45a8f210-314c-4963-95f1-1b77ed0df031"",""contactId"":""87c28dbd-014d-4870-ab3e-54b79168ef74"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""45a8f210-314c-4963-95f1-1b77ed0df031"",""contactId"":""87c28dbd-014d-4870-ab3e-54b79168ef74"",""scope"":{""mode"":""INCLUDE"",""categories"":[""COLLECTIONS_MANAGER""]},""disabled"":false},{""destRecId"":""07f2671e-41fc-433e-b348-a7d4929f3407"",""contactId"":""87c28dbd-014d-4870-ab3e-54b79168ef74"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""45a8f210-314c-4963-95f1-1b77ed0df031"",""contactId"":""87c28dbd-014d-4870-ab3e-54b79168ef74"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false}]"
"{""id"":""65c8ce2d-2d8a-4dca-bf7c-6184c20da796"",""type"":""BillingAccount""}","[{""destRecId"":""0da98df1-325c-439e-a8cb-9974cdf6dcc5"",""contactId"":""28736fbb-1474-483f-9cba-221395ec31b0"",""scope"":{""mode"":""INCLUDE"",""categories"":[""BILLING_ACCOUNT_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""69e19d30-cf23-4b9e-9a31-c89cdde93db2"",""contactId"":""28736fbb-1474-483f-9cba-221395ec31b0"",""scope"":{""mode"":""INCLUDE"",""categories"":[""BILLING_ACCOUNT_NOTIFICATIONS""]},""disabled"":false}]"
"{""id"":""d0b5f818-cbde-403f-af04-d81b86b38422"",""type"":""Customer""}","[{""destRecId"":""54f8515a-99e2-4e72-af32-be523da29785"",""contactId"":""adb6d6f0-db04-4e3c-9d88-39a0eb558ce9"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""7093567f-064b-4a5a-a2ef-def8201e9e02"",""contactId"":""adb6d6f0-db04-4e3c-9d88-39a0eb558ce9"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""54f8515a-99e2-4e72-af32-be523da29785"",""contactId"":""adb6d6f0-db04-4e3c-9d88-39a0eb558ce9"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""7093567f-064b-4a5a-a2ef-def8201e9e02"",""contactId"":""adb6d6f0-db04-4e3c-9d88-39a0eb558ce9"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false}]"
"{""id"":""9f6ba029-1103-4a96-9eba-078c18923b7a"",""type"":""Customer""}","[{""destRecId"":""12407845-34bd-464d-b07d-b2f0cf2a59c8"",""contactId"":""4153189c-b141-47ad-ad3a-4f258eff54f6"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""dddd0961-7823-48a1-ac66-d289199ebb93"",""contactId"":""4153189c-b141-47ad-ad3a-4f258eff54f6"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""12407845-34bd-464d-b07d-b2f0cf2a59c8"",""contactId"":""4153189c-b141-47ad-ad3a-4f258eff54f6"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""dddd0961-7823-48a1-ac66-d289199ebb93"",""contactId"":""4153189c-b141-47ad-ad3a-4f258eff54f6"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false}]"
"{""id"":""b1397215-8a94-4094-8838-e3ac5263ad52"",""type"":""BillingAccount""}","[{""destRecId"":""6a1d47c8-4159-42db-b67e-4a30a196d648"",""contactId"":""58fd09a3-41a4-468d-96b2-8f476e338ec2"",""scope"":{""mode"":""INCLUDE"",""categories"":[""BILLING_ACCOUNT_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""2ee53574-1062-4a51-a48b-3fa8fddee175"",""contactId"":""58fd09a3-41a4-468d-96b2-8f476e338ec2"",""scope"":{""mode"":""INCLUDE"",""categories"":[""BILLING_ACCOUNT_NOTIFICATIONS""]},""disabled"":false}]"
"{""id"":""d7cdde5e-6d42-462a-981a-e0b126a0566b"",""type"":""BillingAccount""}","[{""destRecId"":""e4fb5029-5ae6-483a-9410-c721c5c90a8f"",""contactId"":""cf609e22-d06a-4b87-9984-dbed97399586"",""scope"":{""mode"":""INCLUDE"",""categories"":[""BILLING_ACCOUNT_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""16b8ef21-18b0-428a-864b-e774ae5d824b"",""contactId"":""cf609e22-d06a-4b87-9984-dbed97399586"",""scope"":{""mode"":""INCLUDE"",""categories"":[""BILLING_ACCOUNT_NOTIFICATIONS""]},""disabled"":false}]"
"{""id"":""e7f59922-7bfa-4008-8bda-694e4a892757"",""type"":""BillingAccount""}","[{""destRecId"":""b8ea2e3b-0793-4e88-bc01-36e7358be7f3"",""contactId"":""ad10c565-31d2-4a68-a37a-6dad17be6826"",""scope"":{""mode"":""INCLUDE"",""categories"":[""BILLING_ACCOUNT_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""1892527d-f2b4-4d42-93c5-e33a3916de7a"",""contactId"":""ad10c565-31d2-4a68-a37a-6dad17be6826"",""scope"":{""mode"":""INCLUDE"",""categories"":[""BILLING_ACCOUNT_NOTIFICATIONS""]},""disabled"":false}]"
"{""id"":""2e17bbc7-7452-4fa0-a368-cf955e39ffd8"",""type"":""Customer""}","[{""destRecId"":""f05fe978-ce02-4960-959f-bd04d24c0236"",""contactId"":""5ef46f94-c873-4dc4-8f8c-c8fcd8f83c0b"",""scope"":{""mode"":""INCLUDE"",""categories"":[""COLLECTIONS_MANAGER""]},""disabled"":false},{""destRecId"":""f05fe978-ce02-4960-959f-bd04d24c0236"",""contactId"":""5ef46f94-c873-4dc4-8f8c-c8fcd8f83c0b"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""a74720ac-0129-4464-8659-a954e6671c76"",""contactId"":""5ef46f94-c873-4dc4-8f8c-c8fcd8f83c0b"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""f05fe978-ce02-4960-959f-bd04d24c0236"",""contactId"":""5ef46f94-c873-4dc4-8f8c-c8fcd8f83c0b"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""a74720ac-0129-4464-8659-a954e6671c76"",""contactId"":""5ef46f94-c873-4dc4-8f8c-c8fcd8f83c0b"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false}]"
"{""id"":""bd404c59-540c-4ec9-a3df-24da027887c1"",""type"":""Customer""}","[{""destRecId"":""22b2ef1f-b2cf-4fd6-90ea-9597ee453c66"",""contactId"":""ec357c7a-c4f5-4d68-b7e7-958f585f44aa"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""063e6113-380d-4c07-8f8f-fcbe6d0b9bb2"",""contactId"":""ec357c7a-c4f5-4d68-b7e7-958f585f44aa"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""22b2ef1f-b2cf-4fd6-90ea-9597ee453c66"",""contactId"":""ec357c7a-c4f5-4d68-b7e7-958f585f44aa"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""063e6113-380d-4c07-8f8f-fcbe6d0b9bb2"",""contactId"":""ec357c7a-c4f5-4d68-b7e7-958f585f44aa"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false}]"
